state,state_abbr,year,season,scenario,scenario_label,summer_tas_c,summer_tas_c_2020,summer_tas_c_change_from_2020
Hawaii,HI,2053,JJA,ssp245,Medium emissions (SSP245),25.28163372267888,23.822799064711724,1.4588346579671572
Hawaii,HI,2054,JJA,ssp245,Medium emissions (SSP245),25.348473239635812,23.822799064711724,1.525674174924088
Hawaii,HI,2055,JJA,ssp245,Medium emissions (SSP245),24.676459776246823,23.822799064711724,0.8536607115351013
Hawaii,HI,2056,JJA,ssp245,Medium emissions (SSP245),24.980799932393595,23.822799064711724,1.1580008676818723
Hawaii,HI,2057,JJA,ssp245,Medium emissions (SSP245),24.518730306969584,23.822799064711724,0.695931242257863
Hawaii,HI,2058,JJA,ssp245,Medium emissions (SSP245),24.655231972943238,23.822799064711724,0.8324329082315148
Hawaii,HI,2059,JJA,ssp245,Medium emissions (SSP245),24.40765887412827,23.822799064711724,0.58485980941655
Hawaii,HI,2060,JJA,ssp245,Medium emissions (SSP245),25.47652545840304,23.822799064711724,1.6537263936913176
Hawaii,HI,2061,JJA,ssp245,Medium emissions (SSP245),25.04044880238585,23.822799064711724,1.2176497376741302
Hawaii,HI,2062,JJA,ssp245,Medium emissions (SSP245),25.770844115840372,23.822799064711724,1.948045051128652
Hawaii,HI,2063,JJA,ssp245,Medium emissions (SSP245),24.787078136081178,23.822799064711724,0.9642790713694559
Hawaii,HI,2064,JJA,ssp245,Medium emissions (SSP245),25.19684131095075,23.822799064711724,1.3740422462390238
Hawaii,HI,2065,JJA,ssp245,Medium emissions (SSP245),25.228465818464574,23.822799064711724,1.40566675375285
Hawaii,HI,2066,JJA,ssp245,Medium emissions (SSP245),24.945409422728925,23.822799064711724,1.122610358017205
Hawaii,HI,2067,JJA,ssp245,Medium emissions (SSP245),25.371692298162266,23.822799064711724,1.5488932334505452
Hawaii,HI,2068,JJA,ssp245,Medium emissions (SSP245),25.39187235636031,23.822799064711724,1.569073291648591
Hawaii,HI,2069,JJA,ssp245,Medium emissions (SSP245),24.869768247122096,23.822799064711724,1.0469691824103757
Hawaii,HI,2070,JJA,ssp245,Medium emissions (SSP245),24.874576247679006,23.822799064711724,1.0517771829672837
Hawaii,HI,2071,JJA,ssp245,Medium emissions (SSP245),24.701318150724976,23.822799064711724,0.8785190860132566
Hawaii,HI,2072,JJA,ssp245,Medium emissions (SSP245),25.201860980240298,23.822799064711724,1.3790619155285744
Hawaii,HI,2073,JJA,ssp245,Medium emissions (SSP245),25.37002453033134,23.822799064711724,1.5472254656196207
Hawaii,HI,2074,JJA,ssp245,Medium emissions (SSP245),25.358273396500998,23.822799064711724,1.5354743317892745
Hawaii,HI,2075,JJA,ssp245,Medium emissions (SSP245),24.759523301657556,23.822799064711724,0.9367242369458391
Hawaii,HI,2076,JJA,ssp245,Medium emissions (SSP245),25.07515406664128,23.822799064711724,1.2523550019295584
Hawaii,HI,2077,JJA,ssp245,Medium emissions (SSP245),25.088357690111206,23.822799064711724,1.265558625399487
Hawaii,HI,2078,JJA,ssp245,Medium emissions (SSP245),25.115097724414277,23.822799064711724,1.2922986597025545
