state,state_abbr,year,scenario,scenario_label,tas_c,tas_2020_c,tas_change_from_2020_c
Nevada,NV,2044,ssp126,Low emissions (SSP126),9.9924588851697,9.087662822223036,0.9047960629466631
Nevada,NV,2045,ssp126,Low emissions (SSP126),10.484301157949387,9.087662822223036,1.3966383357263499
Nevada,NV,2046,ssp126,Low emissions (SSP126),10.169303672802313,9.087662822223036,1.0816408505792752
Nevada,NV,2047,ssp126,Low emissions (SSP126),9.921432890864473,9.087662822223036,0.8337700686414373
Nevada,NV,2048,ssp126,Low emissions (SSP126),10.163214816025945,9.087662822223036,1.075551993802911
Nevada,NV,2049,ssp126,Low emissions (SSP126),9.287145806533497,9.087662822223036,0.19948298431046077
Nevada,NV,2050,ssp126,Low emissions (SSP126),11.269056677310498,9.087662822223036,2.1813938550874634
Nevada,NV,2051,ssp126,Low emissions (SSP126),8.985462283073684,9.087662822223036,-0.10220053914935216
Nevada,NV,2052,ssp126,Low emissions (SSP126),10.029695710745047,9.087662822223036,0.9420328885220103
Nevada,NV,2053,ssp126,Low emissions (SSP126),9.28650285330734,9.087662822223036,0.1988400310843032
Nevada,NV,2054,ssp126,Low emissions (SSP126),10.461662468136288,9.087662822223036,1.3739996459132515
Nevada,NV,2055,ssp126,Low emissions (SSP126),10.654644895099736,9.087662822223036,1.5669820728767
Nevada,NV,2056,ssp126,Low emissions (SSP126),10.362536343217672,9.087662822223036,1.274873520994635
Nevada,NV,2057,ssp126,Low emissions (SSP126),9.649259237387884,9.087662822223036,0.5615964151648464
Nevada,NV,2058,ssp126,Low emissions (SSP126),10.203133937157844,9.087662822223036,1.115471114934808
Nevada,NV,2059,ssp126,Low emissions (SSP126),10.661213709025812,9.087662822223036,1.5735508868027752
Nevada,NV,2060,ssp126,Low emissions (SSP126),10.61540891029064,9.087662822223036,1.5277460880676037
Nevada,NV,2061,ssp126,Low emissions (SSP126),10.11966233115833,9.087662822223036,1.0319995089352938
Nevada,NV,2062,ssp126,Low emissions (SSP126),10.496305068589326,9.087662822223036,1.408642246366287
Nevada,NV,2063,ssp126,Low emissions (SSP126),9.74205362063949,9.087662822223036,0.6543907984164545
Nevada,NV,2064,ssp126,Low emissions (SSP126),10.032805712944814,9.087662822223036,0.9451428907217785
